"","address","zip","year_built","BEPS_score","meets_beps","latitude","longitude","owner","property_name"
"1723","2440 16TH STREET NW",20009,1929,"66","Yes",38.82880058,-77.00736479,"THE PARK TOWER CONDO","Park Tower"
"1724","1649 KALORAMA ROAD NW",20009,1940,"0","Yes",38.86228485,-76.99368805,"JEMAL'S CITADEL LLC","The Citadel Apartments"
"1725","2480 16TH STREET NW",20009,1941,"66","Yes",38.97628862,-77.01909553,"DORCHESTER HOUSE ASSOCIATES LLC","Dorchester House Apartments"
"1726","2425 17TH STREET NW",20009,2014,"66","Yes",38.90318372,-77.04381069,"KALORAMA WEST LLC","Dorchester West"
"1727","2637 16TH STREET NW",20009,1965,"66","No",38.9490533,-77.06698163,"VAN METRE PARK MERIDIAN APARTMENTS, LLC","Park Meridian"
"1728","2651 16TH STREET NW",20009,1937,"66","No",38.90639233,-77.04027423,"CENTURY PARTNERS 16TH STREET LLC","The Century"
"1729","2601 16TH STREET NW",20009,1942,"66","Yes",38.90317824,-77.03593069,"HOWARD UNIVERSITY","Ame at Meridian Hill"
"1730","1620 FULLER STREET NW",20009,1932,"66","Yes",38.9071149,-77.04301793,"EMBASSY TOWER LLC","Embassy Tower (mb034)"
"1731","2525 17TH STREET NW",20009,NA,"36","Yes",38.88562315,-77.01790346,"DISTRICT OF COLUMBIA","H.D. Cooke Elementary School"
"1732","2700 16TH ST NW",20009,1925,"66","Yes",38.88486671,-77.01673698,"MCREF EMBASSY LLC","Modera Sedici"
"1733","3900 WATSON PL NW",20009,1916,"66","Yes",38.8999695,-76.98730052,"ALONZO O BLISS PROPERTIES","Chatham Courts (ch182)"
"1734","106 IRVING ST R NW",20009,1920,"66","Yes",38.88628787,-76.9345724,"ALONZO O BLISS PROPERTIES","The Calverton (cl241)"
"1735","2901 18TH STREET NW",20009,1938,"66","No",38.92479134,-77.07355561,"THE MORRIS AND GWENDOLYN CAFRITZ FOUNDATION","Park Crescent (pr444)"
"1736","2800 ONTARIO ROAD NW",20009,1928,"66","Yes",38.9028121,-77.03878605,"ALONZO O BLISS PROPERTIES","2800 Ontario Rd NW."
"1737","1820 CLYDESDALE PLACE NW",20009,1927,"66","No",38.90292109,-77.0330401,"1820 CLYDESDALE COOPERATIVE INC","Clydesdale Place Coop"
"1738","3025 ONTARIO ROAD NW",20009,1949,"66","Yes",38.94653548,-77.07998072,"3025 ONTARIO ROAD INC","3025 Ontario Cooperative"
"1739","2853 ONTARIO ROAD NW",20009,1905,"66","Yes",38.92058214,-76.95268522,"ONTARIO OWNERS INC","Ontario Owners Inc."
"1740","1801 CLYDESDALE PL NW",20009,1950,"66","Yes",38.90466632,-77.04858067,"SAXONY COOPERATIVE APARTMENTS INC","Saxony Cooperative Apartments Inc.(2021)"
"1741","1845 SUMMIT PLACE NW",20009,1962,"66","Yes",38.91367275,-77.02218782,"1845 SUMMIT PLACE (DC) LLC","Park East Apartments"
"1742","1820 HARVARD STREET NW",20009,1940,"66","Yes",38.90658818,-77.03006898,"1829 SUMMIT PLACE DC LLC","Harvard Village"
"1743","1845 HARVARD STREET NW",20009,1964,"66","No",38.90586089,-77.02881983,"DISTRICT OF COLUMBIA HOUSING AUTHORITY","Harvard Towers"
"1744","1629 COLUMBIA ROAD NW",20009,1923,"66","Yes",38.9035986,-77.05869125,"1629 COLUMBIA ROAD (DC) LLC","The Argonne"
"1745","1700 HARVARD STREET NW",20009,1954,"110.7","Yes",38.90934907,-77.03995422,"ELAINE G MILLER","Park Ellison Apartments (pr434)"
"1746","1669 COLUMBIA ROAD NW",20009,2011,"66","No",38.90106197,-77.01755791,"PLAZA WEST COOPERATIVE","Plaza West Cooperative Association Inc"
"1747","1650 HARVARD STREET NW",20009,1929,"66","Yes",38.93366688,-77.02363967,"1650 HARVARD ST NW WASHINGTON DC LLC","5557 - Harvard Hall"
"1748","1601 ARGONNE PLACE NW",20009,1926,"66","Yes",38.87313357,-77.01140583,"COLUMBIA REALTY VENTURE LLC","Chalfonte"
"1749","1613 HARVARD STREET NW",20009,1923,"66","Yes",38.89102959,-76.94482375,"EMBASSY CONDOMINIUM","Embassy Condominium"
"1750","3150 16TH STREET NW",NA,1936,"66","No",38.86539348,-77.01136541,"VAN METRE PARK MARCONI APARTMENTS LLC","Park Marconi"
"1751","3160 16TH STREET NW",20010,1932,"206.4","Yes",38.87991522,-77.02294108,"DISTRICT OF COLUMBIA","Mt. Pleasant Library"
"1752","3145 MOUNT PLEASANT ST NW",20010,1912,"66","Yes",38.88297438,-77.01890712,"3145 MOUNT PLEASANT ST LP","Monsenor Romero Apts: Monsenor Romero"
"1753","1610 PARK ROAD NW",20010,1941,"66","Yes",38.89848364,-77.01036084,"PARKHILL APARTMENTS LLP","The Parkhill"
"1754","3300 16TH STREET NW",20010,1964,"66","Yes",38.89581898,-77.02052115,"3300 LLC","Park Monroe"
"1755","1701 PARK ROAD NW",20010,1910,"66","Yes",38.90291939,-77.03767705,"PARK REGENT LLC","Park Regent Apartments"
"1756","1818 NEWTON ST NW",20010,1898,"50","No",38.89714961,-77.04626332,"STODDARD BAPTIST HOME INC","Stoddard Baptist Nursing Home"
"1757","1755 NEWTON STREET NW",20010,NA,"36","Yes",38.91955867,-76.99894405,"DISTRICT OF COLUMBIA","Bancroft Elementary School"
"1758","1401 FAIRMONT STREET NW",20009,1913,"66","No",38.90790266,-76.9988581,"NEW FAIRMONT L.P.","New Fairmont"
"1759","1480 GIRARD STREET NW",20009,2007,"192","Yes",38.83490312,-77.00258512,"DISTRICT OF COLUMBIA","Columbia Heights Community Center"
"1760","1410 GIRARD STREET NW",20009,1898,"66","No",38.90106998,-76.99702162,"PARCEL FIVE ASSOCIATES","Claypoole Courts (cl230)"
"1761","1413 GIRARD STREET NW",20009,1925,"143.6","Yes",38.88360662,-76.92611776,"DISTRICT OF COLUMBIA","Community Of Hope: Girard Street Apartments"
"1762","1420 COLUMBIA ROAD NW",20009,1910,"36","Yes",38.92493229,-77.05330804,"SELENIUM LLC","Selenium, LLC"
"1763","2900 14TH STREET NW",20009,1977,"66","No",38.95843139,-77.08408981,"COLUMBIA HGTS VILLAGE APARTMENT LP","Columbia Heights Village"
"1764","3029 16TH STREET NW",20009,1909,"17","Yes",38.86117142,-76.98120288,"NATIONAL BAPTIST MEMORIAL CHURCH","National Baptist Memorial Church"
"1765","3033 16TH STREET NW",20009,1909,"66","Yes",38.92572286,-77.03867327,"CLAIBORNE COOPERATIVE ASSOCIATION INC","Claiborne Cooperative"
"1766","1400 IRVING STREET NW",20010,2007,"66","No",38.89998169,-77.03980833,"COLUMBIA HEIGHTS VENTURES PARCEL 26 LLC","Highland Park I"
"1767","1436 IRVING STREET NW",20010,2012,"66","Yes",38.90427711,-77.03745342,"HIGHLAND PARK WEST INVESTORS LLC","Highland Park II"
"1768","1444 IRVING STREET NW",20010,2014,"143.6","No",38.90702371,-77.01957736,"DISTRICT OF COLUMBIA","La Casa Permanent Supportive Housing Program"
"1769","3149 16TH STREET NW",NA,1925,"71","Yes",38.90610067,-77.04077558,"DISTRICT OF COLUMBIA","Embassy Building 10"
"1770","3101 16TH STREET NW",20010,1912,"36","No",38.96586507,-77.01924089,"DISTRICT OF COLUMBIA","Columbia Heights Education Campus"
"1771","3100 14TH STREET NW",20010,2009,"64","Yes",38.9263843,-77.02772378,"DC USA OPERATING CO LLC","Unit Owners Association of DC USA Condo inc"
"1772","3336 14TH STREET NW",20010,1923,"66","Yes",38.90701783,-77.07347398,"SAMUEL KELSEY REDEVELOPMENT LIMITED PARTNERSHIP","SAMUEL KELSEY REDEVELOPMENT LIMITED PARTNERSHIP"
"1773","3355 16TH STREET NW",20010,1942,"66","Yes",38.90356284,-77.04246425,"YORKSHIRE APARTMENTS LLP","The Yorkshire"
"1774","3460 14TH STREET NW",20010,2009,"66","Yes",38.87853778,-77.02343429,"PR ALLEGRO LLC","Allegro Apartments"
"1775","3420 14TH STREET NW",20010,1984,"185.5","No",38.89962234,-77.01546728,"DISTRICT OF COLUMBIA","Engine Company 11"
"1776","1502 MERIDIAN PLACE NW",20010,1977,"66","No",38.87257208,-76.97389888,"UV, LP","Urban Village"
"1777","3500 14TH ST NW",20010,1927,"66","No",38.95137521,-77.03225536,"CAVALIER APARTMENTS LP","Hubbard Place"
"1778","1445 OTIS PL NW",20010,1937,"66","No",38.90050147,-77.04059681,"THE MORRIS AND GWENDOLYN CAFRITZ FOUNDATION","Tivoli Gardens (tv004)"
"1779","1515 OGDEN ST NW",20010,1949,"66","Yes",38.91837059,-77.03486354,"1515 ODGEN STREET LP","Cromwell"
"1780","3701 16TH ST NW",20010,1925,"66","No",38.94381517,-77.06284385,"VAN METRE PERSHING HOUSE APARTMENT LLC","Pershing House Apartments"
"1781","3800 14TH ST NW",20011,1920,"66","Yes",38.93894135,-77.03351749,"TWIN OAKS LLC","Twin Oaks Apartments"
"1782","5000 14TH ST NW",20011,1912,"36","Yes",38.94357232,-77.077806,"THE KINGSBURY CENTER INC","The Kingsbury Center Inc."
"1783","6045 16TH ST NW",20011,1950,"36","Yes",38.92091764,-77.03473079,"JEWISH PRIMARY DARY SCHOOLOF THE NATIONS CAPITAL INC","Milton Gottesman Jewish Day School - North Campus"
"1784","6040 14TH STREET NW",20011,1949,"66","No",38.89705464,-77.04126196,"VICTORY INVESTMENTS INC","6040 14th St NW"
"1785","1444 ROCK CREEK FORD ROAD NW",20011,1959,"66","No",38.9107588,-77.04832793,"ROCKFORD APARTMENTS LP","Rockford"
"1786","4501 KANSAS AVENUE NW",20011,NA,"36","Yes",38.87967352,-76.9900118,"DISTRICT OF COLUMBIA","E.L. Haynes Public Charter School - Kansas Avenue Campus"
"1787","1150 4TH STREET SW",NA,1971,"66","No",38.90949944,-77.03356775,"BDC SKYHOUSE EAST LLC","Leo at Waterfront Station"
"1788","1151 4TH STREET SW",NA,2016,"66","No",38.92464979,-77.05170993,"BDC SKYHOUSE WEST LLC","Lex at Waterfront Station"
"1789","7010 PINEY BRANCH ROAD NW",20012,NA,"36","Yes",38.90055925,-77.01645799,"DISTRICT OF COLUMBIA","Takoma Education Campus"
"1790","7053 SPRING PL NW",20012,2016,"66","Yes",38.87413367,-76.97274786,"TAKOMA SPRING PLACE LP","7053 Metro Village"
"1791","7051 SPRING PL NW",20012,2016,"66","Yes",38.90517179,-77.00629329,"TAKOMA SPRING PLACE LP","7051 Metro Village"
"1792","343 CEDAR STREET NW",20012,2005,"66","No",38.89919331,-77.02260179,"CEDAR CROSSING CONDOMINIUM","Cedar Crossing Condominiums - 343 Cedar St. NW"
"1793","430 DECATUR STREET NW",20011,1970,"36","No",38.91790247,-77.0330701,"DISTRICT OF COLUMBIA","Barnard Elementary School"
"1794","5505 5TH STREET NW",20011,1900,"143.6","Yes",38.87804449,-76.99689489,"DISTRICT OF COLUMBIA","The Kennedy - Ward 4"
"1795","6201 5TH STREET NW",20011,1925,"36","Yes",38.94406478,-77.0135812,"DISTRICT OF COLUMBIA","Whittier Education Campus"
"1796","6315 5TH STREET NW",20011,1938,"36","Yes",38.9066743,-77.03697367,"DISTRICT OF COLUMBIA","Coolidge High School/Ida B. Wells Middle School/Frank Williams Center"
"1797","326 KENNEDY STREET NW",20011,1936,"192","No",38.86847736,-77.01337669,"DISTRICT OF COLUMBIA","Hattie Holmes Senior Wellness Center"
"1798","130 WEBSTER STREET NW",NA,1922,"66","No",38.90853134,-77.01469615,"WEBSTER GARDENS LP","Webster Gardens"
"1799","6200 2ND ST NW",20011,1900,"229.4","Yes",38.9384567,-77.02485883,"CHRISTIAN INNOVATION CENTER LLC","Christian Innovation Center LLC"
"1800","314 CARROLL STREET NW",20012,2004,"66","Yes",38.92425682,-77.05686761,"TP2 LLC","Elevation 314"
"1801","6896 LAUREL ST NW",20012,1939,"180.6","Yes",38.93402858,-77.03955756,"JEMAL'S WTU LLC","Jemal's WTU LLC"
"1802","6101 BLAIR RD NW",20011,1938,"19","Yes",38.90206511,-77.00636361,"BLAIR ROAD DEVELOPMENT GROUP LLC","6101 Blair Rd NW - Blair Rd DG"
"1803","6011 BLAIR RD NW",20011,1990,"21.2","No",38.91654747,-77.02321554,"EXTRA SPACE OF WASHINGTON DC BLAIR LLC","0662-Washington DC - Blair RD. N.w."
"1804","6031 KANSAS AVE NW",20011,1900,"19","Yes",38.96773506,-77.00823997,"KANSAS AVENUE DEVELOPMENT GROUP LLC","6031 Kansas Ave NW - Kansas Ave DG"
"1805","5909 BLAIR RD NW",20011,1962,"21.2","No",38.9138396,-77.0284557,"BLAIR ROAD STORAGE 18 (DC) LLC","Secure Self Storage"
"1806","138 MICHIGAN AVE NE",NA,1986,"66","No",38.8970096,-76.93370318,"TRINITY LP","The Cloisters (cl231)"
"1807","1500 ECKINGTON PL NE",20002,1905,"71","No",38.90328213,-77.01451499,"XM 1500 ECKINGTON LLC","Sirius XM"
"1808","11 R STREET NE",20002,1900,"66","Yes",38.91070796,-77.03697738,"DISTRICT OF COLUMBIA HOUSING AUTHORITY","Lincoln Road"
"1809","151 T STREET NE",20002,1928,"36","Yes",38.87934206,-76.98209634,"DISTRICT OF COLUMBIA","Langley Elementary School"
"1810","151 T STREET NE",20002,1928,"36","Yes",38.88263533,-76.93439653,"DISTRICT OF COLUMBIA","McKinley Middle School and Technology High School"
"1811","1725 LINCOLN ROAD NE",20002,1908,"229.4","Yes",38.89636707,-77.02021329,"DISTRICT OF COLUMBIA","Emery Shelter/DCPS Offices"
"1812","1743 LINCOLN ROAD NE",20002,1966,"206.6","Yes",38.90462502,-77.03041125,"DISTRICT OF COLUMBIA","Harry Thomas Recreation Center and Pool"
"1813","2321 LINCOLN ROAD NE",20002,1941,"66","No",38.88722462,-76.9766772,"GLENWOOD APARTMENTS LP","Glenwood Apartments"
"1814","4TH ST NE",20017,1897,"202.6","Yes",38.82265095,-77.00579813,"TRINITY COLLEGE","Trinity Washington University"
"1815","230 RHODE ISLAND AVENUE NE",20002,1931,"66","Yes",38.90878721,-77.04226617,"RHODE ISLAND GARDENS LLC","Rhode Island Gardens"
"1816","200 RHODE ISLAND AVENUE NE",20002,1937,"66","Yes",38.90020177,-77.05194652,"MT INVESTMENTS LLC","The Metropolitan Apartments"
"1817","309 RANDOLPH PLACE NE",20002,1890,"19","Yes",38.94732188,-76.99954893,"DISTRICT OF COLUMBIA","DC Public Library Operations Center/Lemmuel Penn Center"
"1818","151 Q STREET NE",20002,2012,"66","Yes",38.90412611,-77.0164987,"151 Q STREET RESIDENTIAL LLC","The Gale Eckington"
"1819","100 FLORIDA AVENUE NE",20002,2013,"66","No",38.92572663,-77.03315481,"WASHINGTON GATEWAY APARTMENTS VENTURE LLC","Elevation at Washington Gateway"
"1820","340 FLORIDA AVE NE",20002,2017,"66","Yes",38.87679658,-77.00790436,"GATEWAY MARKET L/CAL LLC","The Edison at Union Market District (hk26)"
"1821","4601 TEXAS AVENUE SE",20019,1959,"36","Yes",38.90406074,-77.03421392,"DISTRICT OF COLUMBIA","Plummer Elementary School"
"1822","4801 BENNING RD SE",20019,2008,"36","Yes",38.90930159,-77.04100051,"KIPP DC","Benning"
"1823","601 46TH PLACE SE",20019,1958,"66","No",38.93206521,-76.99704316,"DISTRICT OF COLUMBIA HOUSING AUTHORITY","Benning Terrace"
"1824","4638 H STREET SE",20019,2005,"66","Yes",38.90557703,-77.05267746,"J W KING SENIORS LIMITED PRTNSHP","JW King Senior Center"
"1825","41ST ST SE",20020,1980,"192","No",38.9506498,-77.00080729,"DISTRICT OF COLUMBIA","Fort Davis Community Center"
"1826","200 STODDERT PL SE",20019,NA,"206.6","Yes",38.92002117,-76.96901157,"DISTRICT OF COLUMBIA","Benning Stoddert Recreation Center"
"1827","35 RIDGE ROAD SE",20019,2006,"66","Yes",38.9566217,-77.07119676,"DISTRICT OF COLUMBIA HOUSING AUTHORITY","Triangle View"
"1828","155 RIDGE RD SE",20019,NA,"66","Yes",38.89464872,-77.02026341,"DISTRICT OF COLUMBIA HOUSING AUTHORITY","Fort Dupont"
"1829","343 RIDGE ROAD SE",20019,1959,"110.7","No",38.90278179,-77.02673813,"DISTRICT OF COLUMBIA HOUSING AUTHORITY","Fort Dupont Addition"
"1830","249 37TH PLACE SE",20019,1958,"66","No",38.95504886,-77.0831917,"DISTRICT OF COLUMBIA HOUSING AUTHORITY","Stoddert Terrace"
"1831","342 37TH STREET SE",20019,1954,"143.6","No",38.93487677,-77.08767097,"DISTRICT OF COLUMBIA","Family Shelter 37th St SE"
"1832","3511 MINNESOTA AVENUE SE",20019,1947,"66","No",38.91610122,-77.03224562,"THE RESIDENCE AT MINNESOTA GARDENS COOPERTIVE INC","Minnesota Gardens"
"1833","340 ANACOSTIA ROAD SE",20019,1927,"66","No",38.92346527,-77.03184222,"SOUSA ASSOCIATES LIMITED PARTNERSHIP","Stoneridge I (st493)"
"1834","3375 MINNESOTA AVENUE SE",20019,1941,"36","Yes",38.84496426,-76.98116233,"DISTRICT OF COLUMBIA","Kimball Elementary School"
"1835","606 31ST ST SE",20019,1976,"206.6","No",38.90189115,-77.04130614,"DISTRICT OF COLUMBIA","Therapeutic Recreation Center"
"1836","2323 PENNSYLVANIA AVENUE SE",20020,2009,"66","No",38.90669077,-77.04836334,"2300 PENNSYLVANIA AVENUE LLC","The Grays on Pennsylvania Ave (gr274)"
"1837","1700 Q STREET SE",20020,1943,"36","No",38.94909495,-77.07918598,"DISTRICT OF COLUMBIA","Kramer Middle School"
"1838","2834 Q STREET SE",NA,1943,"66","No",38.82736114,-76.99462064,"TCB FAIRLAWN/MARSHALL HOUSING LP","Fairlawn Marshall"
"1839","1900 ANACOSTIA DRIVE SE",20020,1900,"206.6","Yes",38.89871935,-77.02648772,"DISTRICT OF COLUMBIA","Anacostia Recreation Center and Pool"
"1840","1800 MARTIN LUTHER KING JR AVENUE SE",20020,2007,"71","No",38.95290641,-77.06819534,"ANACOSTIA GATEWAY LLC","Anacostia Gateway"
"1841","1601 16TH STREET SE",20020,1936,"36","No",38.85928939,-76.96864619,"DISTRICT OF COLUMBIA","Anacostia High School"
"1842","1801 MINNESOTA AVENUE SE",20020,1950,"Under Review","Under Review",38.90050738,-77.03404401,"DISTRICT OF COLUMBIA","Street Alley Cleaning Building 1 and 2"
"1843","1800 GOOD HOPE ROAD SE",20020,2011,"206.4","No",38.91609249,-76.99169112,"DISTRICT OF COLUMBIA","Anacostia Library"
"1844","2515 R STREET SE",20020,1963,"66","No",38.90103864,-77.04086515,"PENN VIEW INVESTMENT LLC","Penn View Apartments (pn123)"
"1845","1818 23RD STREET SE",20020,1943,"66","No",38.90882493,-77.08671462,"HILLSIDE TERRACE LLC","Hillside Terrace (hl095)"
"1846","2308 GOOD HOPE ROAD SE",20020,1966,"66","Yes",38.9696514,-77.03301127,"MP PPH LLC","Marbury Plaza"
"1847","2839 ALABAMA AVE SE",20020,1997,"401.2","No",38.90113851,-77.0232473,"GOOD HOPE MARKETPLACE LLC","GoodHope Marketplace"
"1848","1650 30TH STREET SE",20020,1912,"36","No",38.92134002,-77.04040099,"DISTRICT OF COLUMBIA","Randle Highlands Elementary School"
"1849","3600 ALABAMA AVENUE SE",20020,1942,"36","No",38.89160224,-76.94291619,"DISTRICT OF COLUMBIA","Beers Elementary School"
"1850","3103 NAYLOR ROAD SE",20020,1965,"66","No",38.90331494,-77.03293756,"THE CHRISTOPHER CONDOMINIUM","The Christopher Condominium"
"1851","2435 ALABAMA AVENUE SE",20020,1910,"36","No",38.9031713,-77.04138678,"DISTRICT OF COLUMBIA","Garfield Elementary School"
"1852","2732 SHIPLEY TERRACE SE",20020,1967,"66","Yes",38.98567382,-77.03853014,"ROCKBURNE ESTATES LP","rockburne estates"
"1853","2115 5TH STREET NE",20002,NA,"242.6","No",38.92411933,-77.04014355,"DISTRICT OF COLUMBIA","Transportation Center/Fleet Fueling"
"1854","2321 4TH STREET NE",20002,2016,"66","Yes",38.88355781,-77.01785442,"2321 4TH STREET LLC","2321 4TH STREET NE"
"1855","601 EDGEWOOD STREET NE",20017,1974,"66","Yes",38.90449507,-77.03158634,"EDGEWOOD TERRACE ONE LLC","Edgewood I"
"1856","611 EDGEWOOD ST NE",20017,1974,"66","Yes",38.91028551,-77.02225802,"EDGEWOOD IV LP","Edgewood IV"
"1857","635 EDGEWOOD ST NE",20017,1984,"66","Yes",38.90705255,-77.0404662,"DISTRICT OF COLUMBIA HOUSING AUTHORITY","Edgewood"
"1858","705 EDGEWOOD STREET NE",20017,1955,"36","Yes",38.9518268,-77.08274031,"705 EDGEWOOD ASSOCIATES LLC","705 Edgewood Associates LLC"
"1859","2800 8TH STREET NE",20017,2017,"21.2","No",38.91090934,-77.00420819,"2800 8TH STREET PARTNERS LLC","8767-Washington DC - 8th Street"
"1860","655 MICHIGAN AVENUE NE",NA,2016,"66","No",38.91764472,-77.04667547,"MONROE STREET BLOCK B RETAIL LLC","Monroe Street Market - Portland Flats"
"1861","716 MONROE STREET NE",NA,2016,"66","Yes",38.93291476,-77.03301652,"MONROE STREET BLOCK C RETAIL LLC","Monroe Street Market - Brookland Works"
"1862","625 MONROE STREET NE",20017,2016,"66","No",38.90651053,-77.03551121,"THE CATHOLIC UNIVERISTY OF AMERICA","Monroe Street Market - Cornerstone"
"1863","3900 HAREWOOD ROAD NE",20017,1922,"240.2","No",38.89990277,-77.03159491,"KNIGHTS OF COLUMBUS FAMILY LIFE BUREAU, INC","Saint John Paul II Shrine"
"1864","400 TAYLOR STREET NE",20017,1980,"66","Yes",38.92681082,-77.04281588,"HEIGHTS LP","Brookland Ridge II (br405)"
"1865","300 TAYLOR STREET NE",20017,1982,"66","No",38.90359579,-77.02303629,"HORNING ASSOCIATES","Brookland Ridge I (br406)"
"1866","5233 NORTH CAPITOL STREET NE",20011,2004,"66","Yes",38.90342118,-77.04309779,"NORTH CAPITOL AT PLYMOUTH INC","North capitol at plymouth"
"1867","6200 KANSAS AVENUE NE",20011,1900,"36","Yes",38.85264434,-76.97776382,"AEP CHARTER HOPE LAMOND LLC","AEP Charter Hope Lamond LLC"
"1868","20 TUCKERMAN STREET NE",NA,2006,"206.6","Yes",38.90659173,-77.02919206,"DISTRICT OF COLUMBIA","Lamond Recreation Center"
"1869","314 RIGGS ROAD NE",20011,2014,"0","Yes",38.91540307,-77.06862924,"FORT TOTTEN NORTH LLC","Fort Totten Square"
"1870","5401 SOUTH DAKOTA AVENUE NE",20011,1900,"206.4","Yes",38.90399767,-77.03242888,"DISTRICT OF COLUMBIA","Lamont Riggs Library"
"1871","5180 SOUTH DAKOTA AVENUE NE",20017,2017,"66","Yes",38.94290861,-77.06114346,"ART PLACE AT FT TOTTEN LLC","The Modern at Art Place"
"1872","28 K STREET SE",20003,2017,"66","Yes",38.89713988,-77.02580803,"23 I LLC","One Hill South"
"1873","5210 3RD STREET NE",20011,2007,"66","Yes",38.89646957,-76.98243027,"W M A T A","Aventine at Fort Totten, A Greystar Avana Community"
"1874","401 FARRAGUT ST NE",20011,NA,"71","Yes",38.95186859,-77.08087086,"DISTRICT OF COLUMBIA","Street and Bridge Maintenance"
"1875","4900 PUERTO RICO AVE NE",20017,2011,"19","Yes",38.92835013,-77.04314145,"CAPITAL AREA FOOD BANK INC","Capital area food bank"
"1876","201 I STREET NE",20002,2009,"66","Yes",38.90279925,-77.03528352,"LPF SENATE SQUARE LLC","Senate Square"
"1877","645 TAYLOR STREET NE",20017,1961,"21.2","Yes",38.90396019,-77.03395366,"CUBESMART LP","CubeSmart - #585"
"1878","655 TAYLOR STREET NE",20017,1963,"19","Yes",38.90108369,-77.03924267,"MECO LLC","Caterer"
"1879","675 TAYLOR STREET NE",20017,1963,"19","No",38.90477154,-77.04755132,"DISTRICT OF COLUMBIA HOUSING AUTHORITY","DCHA Warehouse"
"1880","400 MICHIGAN AVE NE",20017,1967,"17","No",38.88414864,-77.01917875,"NATIONAL SHRINE OF THE IMMACULATE CONCEPTION","Basilica of the National Shrine of the Immaculate Conception"
"1881","620 MICHIGAN AVE NE",NA,NA,"248.6","Yes",38.89969154,-77.04107465,"CATHOLIC UNIVERSITY OF AMERICA","The Catholic University of America"
"1882","4121 HAREWOOD ROAD NE",20017,1900,"56","Yes",38.92108418,-77.02493534,"PROVINCE OF ST AUGUSTINE OF ORDER CAPUCHIN","Capuchin College"
"1883","3305 8TH STREET NE",20017,2011,"66","No",38.89893901,-77.02834981,"BROOKLAND ARTSPACE LOFTS LLC","Brookland Artspace Lofts LLC"
"1884","1331 4TH STREET SE",20003,2017,"66","No",38.92659506,-76.9745292,"FC 1331 LLC","Arris (rr013)"
"1885","301 TINGEY STREET SE",20003,1900,"66","No",38.93911987,-77.08580056,"FOUNDRY LOFTS WORKFORCE LLC","Foundry Lofts"
"1886","900 FRANKLIN STREET NE",20017,1955,"19","Yes",38.90396842,-77.04314642,"WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA)","T27 - Stone Straw Building"
"1887","1400 FLORIDA AVENUE NE",20002,1935,"66","No",38.90921863,-77.04131765,"DELTA HOUSING CORPORATION","Delta Housing Corporation"
"1888","1342 FLORIDA AVENUE NE",20002,1929,"185.5","Yes",38.90410829,-77.04205565,"DISTRICT OF COLUMBIA","Engine Company 10"
"1889","1375 MT OLIVET RD NE",20037,1959,"36","Yes",38.95114591,-77.06701278,"DISTRICT OF COLUMBIA","Webb"
"1890","1310 CHILDRESS STREET NE",20002,1958,"206.6","Yes",38.90163448,-77.04855785,"DISTRICT OF COLUMBIA","Trinidad Recreation Center"
"1891","2019 WEST VIRGINIA AVENUE NE",20002,1950,"242.6","Yes",38.9028527,-77.04273959,"DISTRICT OF COLUMBIA","Fleet Services Garage 1 and Car Wash"
"1892","1833 WEST VIRGINIA AVENUE NE",20002,1950,"242.6","No",38.93179735,-77.03725646,"DISTRICT OF COLUMBIA","DPW Main Garage, Packer, Welding Shop"
"1893","2049 WEST VIRGINIA AVENUE NE",20002,1941,"19","No",38.84350504,-76.99814506,"DISTRICT OF COLUMBIA","O and P Buildings"
"1894","1401 OKIE ST NE",20002,1937,"103.7","Yes",38.90101692,-77.02925399,"JEMAL'S PAPPAS TOMATO'S LLC","Jemal's Pappas Tomatos"
"1895","1600 NEW YORK AVENUE NE",20002,1966,"54","Yes",38.92261154,-77.04313233,"44 WASHINGTON ASSOCIATES, LLC","Quality Inn and Suites"
"1896","1333 W ST NE",20018,NA,"229.4","No",38.90707233,-77.02991573,"DISTRICT OF COLUMBIA","Fueling Fleet Storage"
"1897","2247 15TH STREET NE",20018,1968,"66","No",38.90850462,-77.03915971,"DISTRICT OF COLUMBIA HOUSING AUTHORITY","Montana Terrace"
"1898","1731 BUNKER HILL ROAD NE",20017,1962,"50","Yes",38.89776607,-77.03161241,"CHILDREN'S CONVALESCENT HOSPITAL SICK CHILDREN","The HSC Pediatric Center"
"1899","1800 MONROE STREET NE",20018,1919,"36","No",38.91065554,-77.04308682,"DISTRICT OF COLUMBIA","Burroughs Elementary School"
"1900","1801 RHODE ISLAND AVENUE NE",20018,1905,"206.4","Yes",38.92018793,-77.03684565,"DISTRICT OF COLUMBIA","Woodridge Library"
"1901","1920 EVARTS STREET NE",20018,1900,"36","No",38.92469658,-77.01343579,"DISTRICT OF COLUMBIA","Langdon Elementary School"
"1902","2901 20TH STREET NE",20018,1940,"192","No",38.90089858,-77.03875619,"DISTRICT OF COLUMBIA","Langdon Park Community Center and Pool"
"1903","2146 24TH PLACE NE",20018,1953,"36","Yes",38.94087636,-77.07158487,"2146 24TH PL B&B LLC","The Children's Guild"
"1904","2160 QUEENS CHAPEL RD NE",20037,1952,"229.4","Yes",38.91091741,-77.04110556,"WASTE MANAGEMENT OF MARYLAND INC","Northeast Transfer Station"
